CNPJ,cd_Ugestora,CNPJ BÁSICO_x,CNPJ BÁSICO_y,CNPJ ORDEM,CNPJ DV,IDENTIFICADOR MATRIZ/FILIAL,NOME FANTASIA,SITUAÇÃO CADASTRAL,DATA SITUAÇÃO CADASTRAL,MOTIVO SITUAÇÃO CADASTRAL,NOME DA CIDADE NO EXTERIOR,PAÍS,DATA DE INÍCIO ATIVIDADE,CNAE FISCAL PRINCIPAL,CNAE FISCAL SECUNDÁRIA,TIPO DE LOGRADOURO,LOGRADOURO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,DDD DO FAX,FAX,CORREIO ELETRÔNICO,SITUAÇÃO ESPECIAL,DATA DA SITUAÇÃO ESPECIAL,Código,Cidade
01612638000146,201053,01612638,01612638,0001,46,1.0,CARAUBAS GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,EXPEDICIONARIO LUIZ T LEAO,S/N,,CENTRO,58595000.0,PB,466.0,83.0,3491114,,,,,,,,466.0,CARAUBAS
01612638000146,50001,01612638,01612638,0001,46,1.0,CARAUBAS GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,EXPEDICIONARIO LUIZ T LEAO,S/N,,CENTRO,58595000.0,PB,466.0,83.0,3491114,,,,,,,,466.0,CARAUBAS
01612640000115,201058,01612640,01612640,0001,15,1.0,CATURITE GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,JOAO QUEIROGA,S/N,,CENTRO,58455000.0,PB,470.0,83.0,3911550,,,,,,,,470.0,CATURITE
01612640000115,60001,01612640,01612640,0001,15,1.0,CATURITE GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,JOAO QUEIROGA,S/N,,CENTRO,58455000.0,PB,470.0,83.0,3911550,,,,,,,,470.0,CATURITE
01612641000160,201117,01612641,01612641,0001,60,1.0,MATINHAS GABINETE DO PREFEITO,2.0,20041023.0,0.0,,,19970102.0,8411600.0,,AVENIDA,PRINCIPAL,S/N,,CENTRO,58128000.0,PB,488.0,,,,,,,,,,488.0,MATINHAS
01612641000160,90001,01612641,01612641,0001,60,1.0,MATINHAS GABINETE DO PREFEITO,2.0,20041023.0,0.0,,,19970102.0,8411600.0,,AVENIDA,PRINCIPAL,S/N,,CENTRO,58128000.0,PB,488.0,,,,,,,,,,488.0,MATINHAS
01612642000104,101014,01612642,01612642,0001,04,1.0,ZABELE GABINETE DO PREFEITO,2.0,20051028.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE VAZ DE MEDEIROS,SN,,CENTRO,58515000.0,PB,542.0,83.0,33031001,83.0,33031000.0,83.0,33031001,zabele_pb@yahoo.com.br,,,542.0,ZABELE
01612642000104,201223,01612642,01612642,0001,04,1.0,ZABELE GABINETE DO PREFEITO,2.0,20051028.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE VAZ DE MEDEIROS,SN,,CENTRO,58515000.0,PB,542.0,83.0,33031001,83.0,33031000.0,83.0,33031001,zabele_pb@yahoo.com.br,,,542.0,ZABELE
01612643000159,201166,01612643,01612643,0001,59,1.0,SANTA CECILIA GABINETE DO PREFEITO,2.0,20051028.0,0.0,,,19970102.0,8411600.0,,PRACA,DA MATRIZ,S/N,,CENTRO,58428000.0,PB,510.0,83.0,3951080,,,,,,,,510.0,SANTA CECILIA
01612643000159,90101,01612643,01612643,0001,59,1.0,SANTA CECILIA GABINETE DO PREFEITO,2.0,20051028.0,0.0,,,19970102.0,8411600.0,,PRACA,DA MATRIZ,S/N,,CENTRO,58428000.0,PB,510.0,83.0,3951080,,,,,,,,510.0,SANTA CECILIA
01612644000101,101166,01612644,01612644,0001,01,1.0,SANTA CECILIA CAMARA MUNICIPAL,2.0,19980117.0,0.0,,,19970102.0,8411600.0,,RUA,MANOEL RODOPIANO DE SALES,0,,CENTRO,58463000.0,PB,510.0,83.0,33213313,,,,,,,,510.0,SANTA CECILIA
01612644000101,90101,01612644,01612644,0001,01,1.0,SANTA CECILIA CAMARA MUNICIPAL,2.0,19980117.0,0.0,,,19970102.0,8411600.0,,RUA,MANOEL RODOPIANO DE SALES,0,,CENTRO,58463000.0,PB,510.0,83.0,33213313,,,,,,,,510.0,SANTA CECILIA
01612649000126,101007,01612649,01612649,0001,26,1.0,TENORIO GABINETE DO FREFEITO,2.0,20050930.0,0.0,,,19970102.0,8411600.0,,RUA,14 DE AGOSTO,S/N,,CENTRO,58665000.0,PB,538.0,,,,,,,,,,538.0,TENORIO
01612649000126,201216,01612649,01612649,0001,26,1.0,TENORIO GABINETE DO FREFEITO,2.0,20050930.0,0.0,,,19970102.0,8411600.0,,RUA,14 DE AGOSTO,S/N,,CENTRO,58665000.0,PB,538.0,,,,,,,,,,538.0,TENORIO
01612650000150,201180,01612650,01612650,0001,50,1.0,SAO DOMINGOS DO CARIRI GABINETE DO PREFEITO,2.0,20041231.0,0.0,,,19970102.0,8411600.0,,RUA,RUA JOSE FORTUNATO DE AQUINO,106,,CENTRO,58485000.0,PB,520.0,83.0,33571002,83.0,33571000.0,83.0,33571002,SDCARIRI@GMAIL.COM,,,520.0,SAO DOMINGOS DO CARIRI
01612650000150,90201,01612650,01612650,0001,50,1.0,SAO DOMINGOS DO CARIRI GABINETE DO PREFEITO,2.0,20041231.0,0.0,,,19970102.0,8411600.0,,RUA,RUA JOSE FORTUNATO DE AQUINO,106,,CENTRO,58485000.0,PB,520.0,83.0,33571002,83.0,33571000.0,83.0,33571002,SDCARIRI@GMAIL.COM,,,520.0,SAO DOMINGOS DO CARIRI
01612651000103,201081,01612651,01612651,0001,03,1.0,GADO BRAVO GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE MARIANO BARBOSA,S/N,,CENTRO,58405000.0,PB,480.0,83.0,3951088,,,,,,,,480.0,GADO BRAVO
01612651000103,70001,01612651,01612651,0001,03,1.0,GADO BRAVO GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE MARIANO BARBOSA,S/N,,CENTRO,58405000.0,PB,480.0,83.0,3951088,,,,,,,,480.0,GADO BRAVO
01612684000145,201189,01612684,01612684,0001,45,1.0,PREFEITURA MUNICIPAL DE SAO JOSE DE PRINCESA,2.0,20050910.0,0.0,,,19970102.0,8411600.0,,RUA,CAPITAO MANOEL LOPES,S/N,,CENTRO,58758000.0,PB,528.0,83.0,4572277,,,,,,,,528.0,SAO JOSE DE PRINCESA
01612684000145,90301,01612684,01612684,0001,45,1.0,PREFEITURA MUNICIPAL DE SAO JOSE DE PRINCESA,2.0,20050910.0,0.0,,,19970102.0,8411600.0,,RUA,CAPITAO MANOEL LOPES,S/N,,CENTRO,58758000.0,PB,528.0,83.0,4572277,,,,,,,,528.0,SAO JOSE DE PRINCESA
01612685000190,10001,01612685,01612685,0001,90,1.0,PREFEITURA MUNICIPAL DE AREIA DE BARAUNAS,2.0,20050423.0,0.0,,,19970102.0,8411600.0,,RUA,DO COMERCIO,S/N,TERREO,CENTRO,58732000.0,PB,448.0,83.0,4214090,,,,,,,,448.0,AREIA DE BARAUNAS
01612685000190,201015,01612685,01612685,0001,90,1.0,PREFEITURA MUNICIPAL DE AREIA DE BARAUNAS,2.0,20050423.0,0.0,,,19970102.0,8411600.0,,RUA,DO COMERCIO,S/N,TERREO,CENTRO,58732000.0,PB,448.0,83.0,4214090,,,,,,,,448.0,AREIA DE BARAUNAS
01612686000134,201044,01612686,01612686,0001,34,1.0,PREFEITURA MUNICIPAL DE CACIMBAS,2.0,20050611.0,0.0,,,19970102.0,8411600.0,,RUA,SAO JOSE,S/N,,CENTRO,58698000.0,PB,460.0,,,,,,,,,,460.0,CACIMBAS
01612686000134,50001,01612686,01612686,0001,34,1.0,PREFEITURA MUNICIPAL DE CACIMBAS,2.0,20050611.0,0.0,,,19970102.0,8411600.0,,RUA,SAO JOSE,S/N,,CENTRO,58698000.0,PB,460.0,,,,,,,,,,460.0,CACIMBAS
01612687000189,201047,01612687,01612687,0001,89,1.0,PREFEITURA MUNICIPAL DE CAJAZEIRINHAS,2.0,20041106.0,0.0,,,19970102.0,8411600.0,,RUA,PROJETADA,S/N,TERREO,CENTRO,58855000.0,PB,462.0,83.0,4221774,,,,,,,,462.0,CAJAZEIRINHAS
01612687000189,50001,01612687,01612687,0001,89,1.0,PREFEITURA MUNICIPAL DE CAJAZEIRINHAS,2.0,20041106.0,0.0,,,19970102.0,8411600.0,,RUA,PROJETADA,S/N,TERREO,CENTRO,58855000.0,PB,462.0,83.0,4221774,,,,,,,,462.0,CAJAZEIRINHAS
01612689000178,201119,01612689,01612689,0001,78,1.0,PREFEITURA MUNICIPAL DE MATUREIA,2.0,20051022.0,0.0,,,19970102.0,8411600.0,,PRACA,JOSE ALVES DA COSTA,75,,CENTRO,58737000.0,PB,492.0,83.0,34741000,,,83.0,34741000,,,,492.0,MATUREIA
01612689000178,90001,01612689,01612689,0001,78,1.0,PREFEITURA MUNICIPAL DE MATUREIA,2.0,20051022.0,0.0,,,19970102.0,8411600.0,,PRACA,JOSE ALVES DA COSTA,75,,CENTRO,58737000.0,PB,492.0,83.0,34741000,,,83.0,34741000,,,,492.0,MATUREIA
01612690000100,201177,01612690,01612690,0001,00,1.0,PREFEITURA MUNICIPAL DE SAO BENTINHO,2.0,20050402.0,0.0,,,19970102.0,8411600.0,,RUA,SEVERINO PEDRO DE ALMEIDA,07,,CENTRO,58857000.0,PB,518.0,,,,,,,,,,518.0,SAO BENTINHO
01612690000100,90201,01612690,01612690,0001,00,1.0,PREFEITURA MUNICIPAL DE SAO BENTINHO,2.0,20050402.0,0.0,,,19970102.0,8411600.0,,RUA,SEVERINO PEDRO DE ALMEIDA,07,,CENTRO,58857000.0,PB,518.0,,,,,,,,,,518.0,SAO BENTINHO
01612691000147,201179,01612691,01612691,0001,47,1.0,MUNICIPIO DE SAO DOMINGOS,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,PROJETADA,S/N,BLOCO A,CENTRO,58853000.0,PB,522.0,,,,,,,,,,522.0,SAO DOMINGOS
01612691000147,90201,01612691,01612691,0001,47,1.0,MUNICIPIO DE SAO DOMINGOS,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,PROJETADA,S/N,BLOCO A,CENTRO,58853000.0,PB,522.0,,,,,,,,,,522.0,SAO DOMINGOS
01612691000228,90201,01612691,01612691,0002,28,2.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970217.0,0.0,,,19970217.0,8411600.0,,RUA,PROJETADA,S/N,      BLOCO A,CENTRO,58853000.0,PB,522.0,83.0,34321003,83.0,34321000.0,83.0,34321003,ADEILZAPREFEITURA@YAHOO.COM.BR,,,522.0,SAO DOMINGOS
01612692000191,201191,01612692,01612692,0001,91,1.0,PREFEITURA MUNICIPAL DE SAO JOSE DO BREJO DO CRUZ,2.0,20050924.0,0.0,,,19970102.0,8411600.0,,AVENIDA,AVENIDA FUNDADOR SARAIVA LEAO,192,,CENTRO,58893000.0,PB,530.0,83.0,34461017,,,,,ADMINISTRACAO@SAOJOSEDOBREJODOCRUZ.PB.GOV.BR,,,530.0,SAO JOSE DO BREJO DO CRUZ
01612692000191,90301,01612692,01612692,0001,91,1.0,PREFEITURA MUNICIPAL DE SAO JOSE DO BREJO DO CRUZ,2.0,20050924.0,0.0,,,19970102.0,8411600.0,,AVENIDA,AVENIDA FUNDADOR SARAIVA LEAO,192,,CENTRO,58893000.0,PB,530.0,83.0,34461017,,,,,ADMINISTRACAO@SAOJOSEDOBREJODOCRUZ.PB.GOV.BR,,,530.0,SAO JOSE DO BREJO DO CRUZ
01612693000136,201169,01612693,01612693,0001,36,1.0,PREFEITURA MUNICIPAL DE SANTA INES,2.0,20041023.0,0.0,,,19970102.0,8411600.0,,AVENIDA,29 DE ABRIL,96,ED,CENTRO,58978000.0,PB,512.0,83.0,4532386,,,,,,,,512.0,SANTA INES
01612693000136,90101,01612693,01612693,0001,36,1.0,PREFEITURA MUNICIPAL DE SANTA INES,2.0,20041023.0,0.0,,,19970102.0,8411600.0,,AVENIDA,29 DE ABRIL,96,ED,CENTRO,58978000.0,PB,512.0,83.0,4532386,,,,,,,,512.0,SANTA INES
01612757000107,201064,01612757,01612757,0001,07,1.0,COXIXOLA GABINETE DO PREFEITO,2.0,20010506.0,0.0,,,19970102.0,8411600.0,,RUA,DEP ALVARO GAUDENCIO,S/N,,CENTRO,58588000.0,PB,472.0,,,,,,,,,,472.0,COXIXOLA
01612757000107,60001,01612757,01612757,0001,07,1.0,COXIXOLA GABINETE DO PREFEITO,2.0,20010506.0,0.0,,,19970102.0,8411600.0,,RUA,DEP ALVARO GAUDENCIO,S/N,,CENTRO,58588000.0,PB,472.0,,,,,,,,,,472.0,COXIXOLA
01612770000158,201158,01612770,01612770,0001,58,1.0,PREFEITURA MUNICIPAL DE RIACHAO,2.0,20050709.0,0.0,,,19970108.0,8411600.0,,RUA,MANOEL TOMAZ DE AQUINO,SN,,CENTRO,58235000.0,PB,502.0,83.0,3632335.0,,,,,,,,502.0,RIACHAO
01612770000158,90101,01612770,01612770,0001,58,1.0,PREFEITURA MUNICIPAL DE RIACHAO,2.0,20050709.0,0.0,,,19970108.0,8411600.0,,RUA,MANOEL TOMAZ DE AQUINO,SN,,CENTRO,58235000.0,PB,502.0,83.0,3632335.0,,,,,,,,502.0,RIACHAO
01612770000239,90101,01612770,01612770,0002,39,2.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970217.0,0.0,,,19970217.0,8412400.0,8430200,RUA,RUA MANOEL TOMAZ DE AQUINO,485,,CENTRO,58235000.0,PB,502.0,83.0,36391021.0,,,83.0,36391021,,,,502.0,RIACHAO
01612771000100,100001,01612771,01612771,0001,00,1.0,PREFEITURA MUNICIPAL DE SERTAOZINHO,2.0,20020720.0,0.0,,,19970106.0,8411600.0,,RUA,DIRSON ANDRADE,103,,CEMTRO,58268000.0,PB,532.0,83.0,36851075,83.0,36851073.0,83.0,99883827,hsas@uol.com.br,,,532.0,SERTAOZINHO
01612771000100,201206,01612771,01612771,0001,00,1.0,PREFEITURA MUNICIPAL DE SERTAOZINHO,2.0,20020720.0,0.0,,,19970106.0,8411600.0,,RUA,DIRSON ANDRADE,103,,CEMTRO,58268000.0,PB,532.0,83.0,36851075,83.0,36851073.0,83.0,99883827,hsas@uol.com.br,,,532.0,SERTAOZINHO
01612771000283,100001,01612771,01612771,0002,83,2.0,FUNDO MUNICIPAL DE SAUDE,2.0,20091106.0,0.0,,,20091106.0,8660700.0,8630599,RUA,NOVA DESCOBERTA,S/N,ANEXO PREFEITURA,CENTRO,58268000.0,PB,532.0,83.0,36851073.0,83.0,36851075.0,83.0,36851075,hsas@uol.com.br,,,532.0,SERTAOZINHO
01612772000147,101106,01612772,01612772,0001,47,1.0,CAMARA MUNICIPAL DE LOGRADOURO,2.0,19980117.0,0.0,,,19970108.0,8411600.0,,AVENIDA,"FRANCISCO GOMES,",145,,CENTRO,58254000.0,PB,482.0,84.0,91218747,,,,,,,,482.0,LOGRADOURO
01612772000147,90001,01612772,01612772,0001,47,1.0,CAMARA MUNICIPAL DE LOGRADOURO,2.0,19980117.0,0.0,,,19970108.0,8411600.0,,AVENIDA,"FRANCISCO GOMES,",145,,CENTRO,58254000.0,PB,482.0,84.0,91218747,,,,,,,,482.0,LOGRADOURO
01612773000191,100001,01612773,01612773,0001,91,1.0,CAMARA MUNICIPAL DE SERTAOZINHO,2.0,19980117.0,0.0,,,19970108.0,8411600.0,,TRAVESSA,"DA VITORIA,",SN,,CENTRO,58268000.0,PB,532.0,,,,,,,,,,532.0,SERTAOZINHO
01612773000191,101206,01612773,01612773,0001,91,1.0,CAMARA MUNICIPAL DE SERTAOZINHO,2.0,19980117.0,0.0,,,19970108.0,8411600.0,,TRAVESSA,"DA VITORIA,",SN,,CENTRO,58268000.0,PB,532.0,,,,,,,,,,532.0,SERTAOZINHO
01612941000149,201114,01612941,01612941,0001,49,1.0,GABINETE DO PREFEITO,2.0,20050514.0,0.0,,,19970102.0,8411600.0,,RUA,JOAO VICENTE DE ALMEIDA,S/N,TERREO,CENTRO,58819000.0,PB,486.0,83.0,5441041,,,83.0,5441041,,,,486.0,MARIZOPOLIS
01612941000149,90001,01612941,01612941,0001,49,1.0,GABINETE DO PREFEITO,2.0,20050514.0,0.0,,,19970102.0,8411600.0,,RUA,JOAO VICENTE DE ALMEIDA,S/N,TERREO,CENTRO,58819000.0,PB,486.0,83.0,5441041,,,83.0,5441041,,,,486.0,MARIZOPOLIS
01612967000197,201140,01612967,01612967,0001,97,1.0,GABINETE DO PREFEITO,2.0,20050219.0,0.0,,,19970101.0,8411600.0,,RUA,SENADOR RUY CARNEIRO,S/N,,CENTRO,58273000.0,PB,500.0,,,,,,,,,,500.0,PEDRO REGIS
01612967000197,90003,01612967,01612967,0001,97,1.0,GABINETE DO PREFEITO,2.0,20050219.0,0.0,,,19970101.0,8411600.0,,RUA,SENADOR RUY CARNEIRO,S/N,,CENTRO,58273000.0,PB,500.0,,,,,,,,,,500.0,PEDRO REGIS
01612967000278,90003,01612967,01612967,0002,78,2.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970102.0,0.0,,,19970102.0,8412400.0,8660700,RUA,JOSE ROSENO,135,,CENTRO,58273000.0,PB,500.0,83.0,32922765.0,,,,,,,,500.0,PEDRO REGIS
01612986000113,201106,01612986,01612986,0001,13,1.0,GABINETE DO PREFEITO,2.0,20050402.0,0.0,,,19970101.0,8411600.0,,RUA,FRANCISCO GOMES,06,,CENTRO,58254000.0,PB,482.0,83.0,33701327,83.0,33701327,83.0,33701327,pmllogradouro@uol.com.br,,,482.0,LOGRADOURO
01612986000113,90001,01612986,01612986,0001,13,1.0,GABINETE DO PREFEITO,2.0,20050402.0,0.0,,,19970101.0,8411600.0,,RUA,FRANCISCO GOMES,06,,CENTRO,58254000.0,PB,482.0,83.0,33701327,83.0,33701327,83.0,33701327,pmllogradouro@uol.com.br,,,482.0,LOGRADOURO
01612986000202,90001,01612986,01612986,0002,02,2.0,SECRETARIA DE EDUCAO,2.0,20081216.0,0.0,,,20081216.0,8411600.0,8513900,RUA,FRANCISCO GOMES,006,,CENTRO,58254000.0,PB,482.0,83.0,33701327,83.0,32210228.0,83.0,33701327,pmllogradouro@uol.com.br,,,482.0,LOGRADOURO
01613168000135,10001,01613168,01613168,0001,35,1.0,GABINETE DO PREFEITO,2.0,20050312.0,0.0,,,19970102.0,8411600.0,,RUA,CENTRAL,SN,,CENTRO,58823000.0,PB,446.0,,,,,,,,,,446.0,APARECIDA
01613168000135,201010,01613168,01613168,0001,35,1.0,GABINETE DO PREFEITO,2.0,20050312.0,0.0,,,19970102.0,8411600.0,,RUA,CENTRAL,SN,,CENTRO,58823000.0,PB,446.0,,,,,,,,,,446.0,APARECIDA
01613283000100,201175,01613283,01613283,0001,00,1.0,GABINETE DO PREFEITO,2.0,20050910.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE EZEQUEIEL DUARTE,500,TERREO,CENTRO,58928000.0,PB,514.0,,,,,,,,,,514.0,JOCA CLAUDINO
01613283000100,80001,01613283,01613283,0001,00,1.0,GABINETE DO PREFEITO,2.0,20050910.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE EZEQUEIEL DUARTE,500,TERREO,CENTRO,58928000.0,PB,514.0,,,,,,,,,,514.0,JOCA CLAUDINO
01613316000111,201118,01613316,01613316,0001,11,1.0,GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,CIRILO JOSE DE LIMA,58,EDIFICIO,CENTRO,58832000.0,PB,490.0,,,,,,,,,,490.0,MATO GROSSO
01613316000111,90001,01613316,01613316,0001,11,1.0,GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,CIRILO JOSE DE LIMA,58,EDIFICIO,CENTRO,58832000.0,PB,490.0,,,,,,,,,,490.0,MATO GROSSO
01613323000113,201181,01613323,01613323,0001,13,1.0,GABINETE DO PREFEITO,2.0,20050827.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE DOMINGOS DE OLIVEIRA,17,CENTRO,CENTRO,58818000.0,PB,524.0,,,,,,,,,,524.0,SAO FRANCISCO
01613323000113,90201,01613323,01613323,0001,13,1.0,GABINETE DO PREFEITO,2.0,20050827.0,0.0,,,19970102.0,8411600.0,,RUA,JOSE DOMINGOS DE OLIVEIRA,17,CENTRO,CENTRO,58818000.0,PB,524.0,,,,,,,,,,524.0,SAO FRANCISCO
01613339000126,101012,01613339,01613339,0001,26,1.0,GABINETE DO PREFEITO,2.0,20050709.0,0.0,,,19970102.0,8411600.0,,RUA,CENTRAL,SN,,CENTRO,58822000.0,PB,540.0,,,,,,,,,,540.0,VIEIROPOLIS
01613339000126,201221,01613339,01613339,0001,26,1.0,GABINETE DO PREFEITO,2.0,20050709.0,0.0,,,19970102.0,8411600.0,,RUA,CENTRAL,SN,,CENTRO,58822000.0,PB,540.0,,,,,,,,,,540.0,VIEIROPOLIS
01613339000207,101012,01613339,01613339,0002,07,2.0,FUNDO MUNICIPAL DE SAUDE,2.0,19970204.0,0.0,,,19970204.0,8411600.0,,RUA,CENTRAL,S/N,,CENTRO,58822000.0,PB,540.0,83.0,35471000.0,,,83.0,35471000,,,,540.0,VIEIROPOLIS
01613430000141,10001,01613430,01613430,0001,41,1.0,CAMARA MUNICIPAL DE APARECIDA,2.0,19980117.0,0.0,,,19970102.0,8411600.0,,RUA,CENTRAL,SN,,CENTRO,58823000.0,PB,446.0,,,,,,,,,,446.0,APARECIDA
01613430000141,101010,01613430,01613430,0001,41,1.0,CAMARA MUNICIPAL DE APARECIDA,2.0,19980117.0,0.0,,,19970102.0,8411600.0,,RUA,CENTRAL,SN,,CENTRO,58823000.0,PB,446.0,,,,,,,,,,446.0,APARECIDA
01613663000144,100001,01613663,01613663,0001,44,1.0,SOSSEGO GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,HORACIO FERREIRA,167,,CENTRO,58177000.0,PB,536.0,,,,,,,,,,536.0,SOSSEGO
01613663000144,201210,01613663,01613663,0001,44,1.0,SOSSEGO GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,RUA,HORACIO FERREIRA,167,,CENTRO,58177000.0,PB,536.0,,,,,,,,,,536.0,SOSSEGO
01614188000120,101052,01614188,01614188,0001,20,1.0,CAPIM CAMARA GABINETE DO PRESIDENTE,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,PRINCIPAL,S/N,,CENTRO,58287000.0,PB,464.0,83.0,2923000,,,,,,,,464.0,CAPIM
01614188000120,50001,01614188,01614188,0001,20,1.0,CAPIM CAMARA GABINETE DO PRESIDENTE,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,PRINCIPAL,S/N,,CENTRO,58287000.0,PB,464.0,83.0,2923000,,,,,,,,464.0,CAPIM
01615253000132,101179,01615253,01615253,0001,32,1.0,CAMARA MUNICIPAL DE SAO DOMINGOS DE POMBAL,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,JOAQUIM QUEIROGA DE ASSIS,S/N,CASA,CENTRO,58853000.0,PB,522.0,,,,,,,,,,522.0,SAO DOMINGOS
01615253000132,90201,01615253,01615253,0001,32,1.0,CAMARA MUNICIPAL DE SAO DOMINGOS DE POMBAL,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,JOAQUIM QUEIROGA DE ASSIS,S/N,CASA,CENTRO,58853000.0,PB,522.0,,,,,,,,,,522.0,SAO DOMINGOS
01615254000187,101047,01615254,01615254,0001,87,1.0,CAMARA MUNICIPAL DE CAJAZEIRINHAS,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,DEPUTADO LEVI OLIMPIO,SN,TERREO.,CENTRO,58855000.0,PB,462.0,83.0,81231938,,,,,CAMARAMUNICIPALDECAJAZEIRINHAS@GMAIL.COM,,,462.0,CAJAZEIRINHAS
01615254000187,50001,01615254,01615254,0001,87,1.0,CAMARA MUNICIPAL DE CAJAZEIRINHAS,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,DEPUTADO LEVI OLIMPIO,SN,TERREO.,CENTRO,58855000.0,PB,462.0,83.0,81231938,,,,,CAMARAMUNICIPALDECAJAZEIRINHAS@GMAIL.COM,,,462.0,CAJAZEIRINHAS
01615646000146,10001,01615646,01615646,0001,46,1.0,ASSUNCAO CAMARA MUNICIPAL,2.0,19980117.0,0.0,,,19970113.0,8411600.0,,RUA,EUCLIDES VIEIRA,39,,CENTRO,58685000.0,PB,450.0,83.0,34661047,,,,,CAMARAASSUNCAOPB@GMAIL.COM,,,450.0,ASSUNCAO
01615646000146,101018,01615646,01615646,0001,46,1.0,ASSUNCAO CAMARA MUNICIPAL,2.0,19980117.0,0.0,,,19970113.0,8411600.0,,RUA,EUCLIDES VIEIRA,39,,CENTRO,58685000.0,PB,450.0,83.0,34661047,,,,,CAMARAASSUNCAOPB@GMAIL.COM,,,450.0,ASSUNCAO
01615653000148,201149,01615653,01615653,0001,48,1.0,GABINETE DO PREFEITO,2.0,20010526.0,0.0,,,19970102.0,8411600.0,,RUA,ODILON FRANCISCO DE OLIVEIRA,SN,,CENTRO,58933000.0,PB,496.0,,,,,,,,,,496.0,POCO DANTAS
01615653000148,90004,01615653,01615653,0001,48,1.0,GABINETE DO PREFEITO,2.0,20010526.0,0.0,,,19970102.0,8411600.0,,RUA,ODILON FRANCISCO DE OLIVEIRA,SN,,CENTRO,58933000.0,PB,496.0,,,,,,,,,,496.0,POCO DANTAS
01615654000192,101149,01615654,01615654,0001,92,1.0,CAMARA MUNICIPAL DE POCO DANTAS,2.0,19980117.0,0.0,,,19970102.0,8411600.0,,RUA,ODILON FRANCISCO DE OLIVEIRA,S/N,,CENTRO,58933000.0,PB,496.0,,,,,,,,,,496.0,POCO DANTAS
01615654000192,90004,01615654,01615654,0001,92,1.0,CAMARA MUNICIPAL DE POCO DANTAS,2.0,19980117.0,0.0,,,19970102.0,8411600.0,,RUA,ODILON FRANCISCO DE OLIVEIRA,S/N,,CENTRO,58933000.0,PB,496.0,,,,,,,,,,496.0,POCO DANTAS
01615784000125,201150,01615784,01615784,0001,25,1.0,GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,AVENIDA,FREI DAMIAO,S/N,TERREO,CENTRO,58908000.0,PB,498.0,83.0,35641002,,,,,,,,498.0,POCO DE JOSE DE MOURA
01615784000125,90004,01615784,01615784,0001,25,1.0,GABINETE DO PREFEITO,2.0,20051103.0,0.0,,,19970102.0,8411600.0,,AVENIDA,FREI DAMIAO,S/N,TERREO,CENTRO,58908000.0,PB,498.0,83.0,35641002,,,,,,,,498.0,POCO DE JOSE DE MOURA
01616336000146,101070,01616336,01616336,0001,46,1.0,CURRAL DE CIMA CAMARA GABINETE DO PRESIDENTE,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,ARIOSVALDO BATISTA,SN,,CENTRO,58291000.0,PB,476.0,83.0,36261639,,,,,,,,476.0,CURRAL DE CIMA
01616336000146,60001,01616336,01616336,0001,46,1.0,CURRAL DE CIMA CAMARA GABINETE DO PRESIDENTE,2.0,19980117.0,0.0,,,19970101.0,8411600.0,,RUA,ARIOSVALDO BATISTA,SN,,CENTRO,58291000.0,PB,476.0,83.0,36261639,,,,,,,,476.0,CURRAL DE CIMA
